id;name;staticDataUrl;dynamicDataUrl;limitedAccess;uuid;latitude;longitude;city;country_code;province;region;mark;usage;accessPoints;capacity;contactPersons;minimumHeightInMeters;openingTimes;tariffs;Operator
1647;Garage Het Turfschip (Breda);https://npropendata.rdw.nl//parkingdata/v2/static/6ea457a0-c73c-4b1a-8602-ff6af1114fe3;https://opendata.technolution.nl/opendata/parkingdata/v1/dynamic/6ea457a0-c73c-4b1a-8602-ff6af1114fe3;0;6ea457a0-c73c-4b1a-8602-ff6af1114fe3;51.589268;4.7855378;Breda;nl;Noord-Brabant;Zuid-Nederland;good;garage;1;600;1;2.05;1;1;Breda
1704;Garage Schouwburgplein 1;https://npropendata.rdw.nl//parkingdata/v2/static/fa25b695-5055-40a5-9930-ac2aa77ba975;http://opendata.technolution.nl/opendata/parkingdata/v1/dynamic/fa25b695-5055-40a5-9930-ac2aa77ba975;0;fa25b695-5055-40a5-9930-ac2aa77ba975;51.923052371276;4.4705025923503;Rotterdam;nl;Zuid-Holland;Zuidwest-Nederland;good;garage;1;730;1;2.1;1;1;Rotterdam
1706;Garage Schouwburgplein 2;https://npropendata.rdw.nl//parkingdata/v2/static/bae90cb2-90cc-4ef7-9752-672ef216a52c;http://opendata.technolution.nl/opendata/parkingdata/v1/dynamic/bae90cb2-90cc-4ef7-9752-672ef216a52c;0;bae90cb2-90cc-4ef7-9752-672ef216a52c;51.9175991;4.467722269662;Rotterdam;nl;Zuid-Holland;Zuidwest-Nederland;good;garage;1;760;1;2.1;1;1;Rotterdam
1711;Parkeergarage Euroscoop Noorderweg (Schiedam);https://npropendata.rdw.nl//parkingdata/v2/static/64154385-8fb1-4bd1-9041-5c047aec5ed1;;0;64154385-8fb1-4bd1-9041-5c047aec5ed1;51.92155915;4.412249386927;Schiedam;nl;Zuid-Holland;Zuidwest-Nederland;good;garage;1;450;1;2;0;1;Schiedam
1713;Carpool afrit 21 Voorst (A1);https://npropendata.rdw.nl//parkingdata/v2/static/1dba2bcd-0fc1-46f6-bb30-5ba73ac35919;;0;1dba2bcd-0fc1-46f6-bb30-5ba73ac35919;52.1970367;6.0516314408302;Apeldoorn;nl;Gelderland;Oost-Nederland;good;carpool;1;60;1;2.1;1;1;Apeldoorn
1732;Transferium Deutersestraat;https://npropendata.rdw.nl//parkingdata/v2/static/1e0fbf8b-5e3a-4ee4-96df-6206c2bac453;;0;1e0fbf8b-5e3a-4ee4-96df-6206c2bac453;51.68535015;5.2701148147745;'s-Hertogenbosch;nl;Noord-Brabant;Zuid-Nederland;good;park and ride;1;1100;0;2.1;1;1;'s-Hertogenbosch
1755;Garage Centraal;https://npropendata.rdw.nl//parkingdata/v2/static/8ef842d3-f5f2-4679-a074-9096f4000db7;http://opd.it-t.nl/Data/parkingdata/v1/arnhem/dynamic/8ef842d3-f5f2-4679-a074-9096f4000db7.json;0;8ef842d3-f5f2-4679-a074-9096f4000db7;51.9841828;5.8990498;Arnhem;nl;Gelderland;Oost-Nederland;good;garage;1;1050;1;2;0;1;Arnhem
1762;Garage Ringkade;https://npropendata.rdw.nl//parkingdata/v2/static/5869699a-1dd5-4c4f-a6d1-b91cb4ca8c7c;;0;5869699a-1dd5-4c4f-a6d1-b91cb4ca8c7c;52.1655779;4.5071715;Leiden;nl;Zuid-Holland;Zuidwest-Nederland;good;garage;1;210;1;2.1;1;1;Leiden
1778;Parkeergarage Brabantplein (Uden);https://npropendata.rdw.nl//parkingdata/v2/static/93ecfc41-0b62-4cac-929e-96e255e603be;;0;93ecfc41-0b62-4cac-929e-96e255e603be;51.6597039;5.6149797;Uden;nl;Noord-Brabant;Zuid-Nederland;good;garage;1;109;1;1.9;1;1;Uden
1829;Parkeergarage Prins Willem Alexanderplein (Vaals);https://npropendata.rdw.nl//parkingdata/v2/static/a32feecf-35b2-4dc8-a5a0-7c0b2ed5ecb6;;0;a32feecf-35b2-4dc8-a5a0-7c0b2ed5ecb6;50.7723557;6.0211989;Vaals;nl;Limburg;Zuid-Nederland;good;garage;1;190;1;1.9;1;1;Vaals
